mw_id,name,description,page_description,price,availability,brand,sku,category_id,category_name,category_path,category_url,image_main,photos_all,url
28065,Гребінець для волосся в коробочці. Матова чорна,"Елегантний гребінець матово-чорного кольору в красивій коробочці — ідеальний вибір для догляду за волоссям. Купити цей функціональний аксесуар можна на Kristallik з доставкою по Україні. Гребінець має зручну форму, ідеально розчісує й не пошкоджує волосся. Чудовий подарунок для себе або близких людей.","Елегантний гребінець матово-чорного кольору в красивій коробочці — ідеальний вибір для догляду за волоссям. Купити цей функціональний аксесуар можна на Kristallik з доставкою по Україні. Гребінець має зручну форму, ідеально розчісує й не пошкоджує волосся. Чудовий подарунок для себе або близких людей.",83.21,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/lsse/lk85/se21/2025_12_11_13_27_img_4271_710x533_crop.JPG,https://cdn.gomw.co/d/product/lsse/lk85/se21/2025_12_11_13_27_img_4271.JPG,https://kristallik.com.ua/product/28065/grebinec-dlya-volossya-v-korobochci-matova-chorna/
28066,Гребінець для волосся в коробочці. Матова рожево-біла,"Гребінець для волосся. Масажна, матова. рожево-біла з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, матова. рожево-біла з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",83.21,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/94gf/seaz/zq54/2025_12_11_13_29_img_4272_710x533_crop.JPG,https://cdn.gomw.co/d/product/94gf/seaz/zq54/2025_12_11_13_29_img_4272.JPG,https://kristallik.com.ua/product/28066/grebinec-dlya-volossya-v-korobochci-matova-rozhevo-bila/
28067,Гребінець для волосся в коробочці. Матова червона,"Гребінець для волосся. Масажна, матова. червона з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, матова. червона з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",83.21,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/uhls/21zq/uhsd/2025_12_11_13_29_img_4273_710x533_crop.JPG,https://cdn.gomw.co/d/product/uhls/21zq/uhsd/2025_12_11_13_29_img_4273.JPG,https://kristallik.com.ua/product/28067/grebinec-dlya-volossya-v-korobochci-matova-chervona/
28068,Гребінець для волосся в коробочці. Матова коричнева,"Гребінець для волосся. Масажна, матова. червона з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, матова. червона з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",98.05,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/5454/gfls/kd14/2025_12_11_13_30_img_4274_710x533_crop.JPG,https://cdn.gomw.co/d/product/5454/gfls/kd14/2025_12_11_13_30_img_4274.JPG,https://kristallik.com.ua/product/28068/grebinec-dlya-volossya-v-korobochci-matova-korichneva/
28069,Гребінець для волосся в коробочці. Матова срібло,Практичний гребінець із матовим хром-покриттям для щоденного догляду за волоссям. Зручна форма легко розчісує будь-яку довжину. Товар в красивій коробочці — ідеальний подарунок. Купити якісний гребінець по доступній ціні можна в інтернет-магазині Kristallik. Доставка по Україні. Відмінний вибір для дому і подорожей.,Практичний гребінець із матовим хром-покриттям для щоденного догляду за волоссям. Зручна форма легко розчісує будь-яку довжину. Товар в красивій коробочці — ідеальний подарунок. Купити якісний гребінець по доступній ціні можна в інтернет-магазині Kristallik. Доставка по Україні. Відмінний вибір для дому і подорожей.,98.05,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/3785/kd94/sd54/2025_12_11_13_30_img_4275_710x533_crop.JPG,https://cdn.gomw.co/d/product/3785/kd94/sd54/2025_12_11_13_30_img_4275.JPG,https://kristallik.com.ua/product/28069/grebinec-dlya-volossya-v-korobochci-matova-sriblo/
28070,Гребінець для волосся в коробочці. Матова хром,"Гребінець для волосся. Масажна, матова. хром з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, матова. хром з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",98.05,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/uhse/2154/lksd/2025_12_11_13_31_img_4276_710x533_crop.JPG,https://cdn.gomw.co/d/product/uhse/2154/lksd/2025_12_11_13_31_img_4276.JPG,https://kristallik.com.ua/product/28070/grebinec-dlya-volossya-v-korobochci-matova-hrom/
28071,Гребінець для волосся в коробочці. Глянець малина,"Гребінець для волосся. Масажна, глянець малинова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, глянець малинова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/kd24/zquh/54kd/2025_12_11_13_32_img_4279_710x533_crop.JPG,https://cdn.gomw.co/d/product/kd24/zquh/54kd/2025_12_11_13_32_img_4279.JPG,https://kristallik.com.ua/product/28071/grebinec-dlya-volossya-v-korobochci-glyanec-malina/
28072,Гребінець для волосся в коробочці. Глянець рожева,"Гребінець для волосся. Масажна, глянець рожева з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, глянець рожева з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/dc14/85se/kduh/2025_12_11_13_32_img_4278_710x533_crop.JPG,https://cdn.gomw.co/d/product/dc14/85se/kduh/2025_12_11_13_32_img_4278.JPG,https://kristallik.com.ua/product/28072/grebinec-dlya-volossya-v-korobochci-glyanec-rozheva/
28073,Гребінець для волосся в коробочці. Глянець бузкова,"Гребінець для волосся. Масажна, глянець бузкова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, глянець бузкова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/37sd/ls85/lk85/2025_12_11_13_33_img_4280_710x533_crop.JPG,https://cdn.gomw.co/d/product/37sd/ls85/lk85/2025_12_11_13_33_img_4280.JPG,https://kristallik.com.ua/product/28073/grebinec-dlya-volossya-v-korobochci-glyanec-buzkova/
28074,Гребінець для волосся в коробочці. Глянець м&#039;ятна,"Гребінець для волосся. Масажна, глянець мятна з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, глянець мятна з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/kddc/85gf/uhaz/2025_12_11_13_31_img_4277_710x533_crop.JPG,https://cdn.gomw.co/d/product/kddc/85gf/uhaz/2025_12_11_13_31_img_4277.JPG,https://kristallik.com.ua/product/28074/grebinec-dlya-volossya-v-korobochci-glyanec-myatna/
28075,Пакети подарункові целофанові. 15*20 Kitty,Пакети целофанові. Розмір 20х15 см. Ціна за 100 шт.,Пакети целофанові. Розмір 20х15 см. Ціна за 100 шт.,0.56,in stock,Кристалік,,2912,Новинки,Каталог > Аксесуари для волосся оптом. > Новинки,https://kristallik.com.ua/catalog/2912/novinki/,https://cdn.gomw.co/d/product/lksd/az85/sekd/2025_12_11_12_56_img_4249_710x533_crop.JPG,https://cdn.gomw.co/d/product/lksd/az85/sekd/2025_12_11_12_56_img_4249.JPG,https://kristallik.com.ua/product/28075/paketi-podarunkovi-celofanovi-15-20-kitty/
28076,Пакети подарункові целофанові. 20х25 см,Пакети целофанові. Розмір 20х25 см. Ціна за 100 шт.,Пакети целофанові. Розмір 20х25 см. Ціна за 100 шт.,0.76,in stock,Кристалік,,2912,Новинки,Каталог > Аксесуари для волосся оптом. > Новинки,https://kristallik.com.ua/catalog/2912/novinki/,https://cdn.gomw.co/d/product/dc94/sels/85zq/2025_12_11_12_55_img_4247_710x533_crop.JPG,https://cdn.gomw.co/d/product/dc94/sels/85zq/2025_12_11_12_55_img_4247.JPG,https://kristallik.com.ua/product/28076/paketi-podarunkovi-celofanovi-20h25-sm/
28077,Пакети подарункові целофанові. 16х25 см,Пакети целофанові. Розмір 16х25 см. Ціна за 10 шт.,Пакети целофанові. Розмір 16х25 см. Ціна за 10 шт.,1.91,in stock,Кристалік,,2912,Новинки,Каталог > Аксесуари для волосся оптом. > Новинки,https://kristallik.com.ua/catalog/2912/novinki/,https://cdn.gomw.co/d/product/2194/dcgf/94ls/2025_12_11_12_54_img_4245_710x533_crop.JPG,https://cdn.gomw.co/d/product/2194/dcgf/94ls/2025_12_11_12_54_img_4245.JPG,https://kristallik.com.ua/product/28077/paketi-podarunkovi-celofanovi-16h25-sm/
28078,Пакети подарункові целофанові. 16х25см,Пакети целофанові. Розмір 16х25 см. Ціна за 10 шт.,Пакети целофанові. Розмір 16х25 см. Ціна за 10 шт.,1.91,in stock,Кристалік,,2912,Новинки,Каталог > Аксесуари для волосся оптом. > Новинки,https://kristallik.com.ua/catalog/2912/novinki/,https://cdn.gomw.co/d/product/lkaz/54lk/94uh/2025_12_11_12_53_img_4244_710x533_crop.JPG,https://cdn.gomw.co/d/product/lkaz/54lk/94uh/2025_12_11_12_53_img_4244.JPG,https://kristallik.com.ua/product/28078/paketi-podarunkovi-celofanovi-16h25sm/
28079,Дитяча заколка Тік-так. 3 см,Дитяча заколка для волосся Тік-так. Довжина 3 см. Ціна за 10 шт. Дуже гарна якість.,Дитяча заколка для волосся Тік-так. Довжина 3 см. Ціна за 10 шт. Дуже гарна якість.,2.92,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/uhdc/kdsd/dcdc/2025_12_11_15_23_img_4320_710x533_crop.JPG,https://cdn.gomw.co/d/product/uhdc/kdsd/dcdc/2025_12_11_15_23_img_4320.JPG,https://kristallik.com.ua/product/28079/dityacha-zakolka-tik-tak-3-sm/
28081,Обручі -заготівлі для волосся. 4 см.,Широкий пластиковий обруч. Ширина 4 см. Ціна за 10 шт.,Широкий пластиковий обруч. Ширина 4 см. Ціна за 10 шт.,8.48,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/24zq/sels/az94/dsc07502_710x533_crop.JPG,https://cdn.gomw.co/d/product/24zq/sels/az94/dsc07502.JPG|https://cdn.gomw.co/d/product/zq37/az37/lssd/dsc07503.JPG,https://kristallik.com.ua/product/28081/obruchi-zagotivli-dlya-volossya-4-sm/
28083,Краби для волосся. Французький пластик. 9 см,Матовий пластиковий краб для волосся. Довжина: 9 см. Ціна за 12 шт. Дуже гарна якість!,Матовий пластиковий краб для волосся. Довжина: 9 см. Ціна за 12 шт. Дуже гарна якість!,20.41,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/dckd/37sd/uhlk/2025_12_22_11_32_img_4395_710x533_crop.JPG,https://cdn.gomw.co/d/product/dckd/37sd/uhlk/2025_12_22_11_32_img_4395.JPG|https://cdn.gomw.co/d/product/1414/uhlk/kd94/2025_12_22_11_33_img_4396.JPG,https://kristallik.com.ua/product/28083/krabi-dlya-volossya-francuz-kiy-plastik-9-sm/
28088,Краби для волосся матові 7.5 см.,"Великий, пластиковий матовий краб для волосся. Довжина: 7.5 см. Ціна за 12 шт. Дуже гарна якість!","Великий, пластиковий матовий краб для волосся. Довжина: 7.5 см. Ціна за 12 шт. Дуже гарна якість!",27.16,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/24zq/kd94/54gf/img_4678_710x533_crop.jpg,https://cdn.gomw.co/d/product/24zq/kd94/54gf/img_4678.jpg|https://cdn.gomw.co/d/product/37gf/21lk/gfls/img_4677.jpg|https://cdn.gomw.co/d/product/2421/37lk/gfzq/img_4679.jpg,https://kristallik.com.ua/product/28088/krabi-dlya-volossya-matovi-7-5-sm/
28089,Гребінець для волосся в коробочці. Глянець Чорно-персикова,"Гребінець для волосся. Масажна, глянець чорно-персикова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.","Гребінець для волосся. Масажна, глянець чорно-персикова з силіконовими зубцями. Довжина 18 см. Гарна якість. Ціна за 1 шт.",74.20,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/gflk/az24/2154/img_4681_710x533_crop.jpg,https://cdn.gomw.co/d/product/gflk/az24/2154/img_4681.jpg,https://kristallik.com.ua/product/28089/grebinec-dlya-volossya-v-korobochci-glyanec-chorno-persikova/
28092,"Гребінець для волосся в коробочці. T Teezer жовто-блакитна 17,5см",Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт.,"Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт. Матеріал: Пластик Колір: Жовто-блакитний Розмір: 17,5см",54.59,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/gf85/sdlk/zqdc/img_4682_710x533_crop.jpg,https://cdn.gomw.co/d/product/gf85/sdlk/zqdc/img_4682.jpg,https://kristallik.com.ua/product/28092/grebinec-dlya-volossya-v-korobochci-t-teezer-zhovto-blakitna-17-5sm/
28093,"Гребінець для волосся в коробочці. T Teezer малинова  17,5см",Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт.,"Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт. Матеріал: Пластик Колір: Малиновий Розмір: 17,5см",54.59,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/sd94/se54/zq21/img_4685_710x533_crop.jpg,https://cdn.gomw.co/d/product/sd94/se54/zq21/img_4685.jpg|https://cdn.gomw.co/d/product/5437/37se/lkzq/img_4686.jpg,https://kristallik.com.ua/product/28093/grebinec-dlya-volossya-v-korobochci-t-teezer-malinova-17-5sm/
28094,"Гребінець для волосся в коробочці. T Teezer малиново-персикова 17,5см",Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт.,"Масажний гребінечь для вирівнювання мокрого та запутаного волосся. Довжина 17.5 см. Дуже гарна якість. Ціна за 1 шт. Розмір: 17,5см Матеріал: Пластик Колір: Малиново-персиковий",54.59,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/uhse/8514/lkkd/img_4689_710x533_crop.jpg,https://cdn.gomw.co/d/product/uhse/8514/lkkd/img_4689.jpg|https://cdn.gomw.co/d/product/8554/se54/uhse/img_4690.jpg,https://kristallik.com.ua/product/28094/grebinec-dlya-volossya-v-korobochci-t-teezer-malinovo-persikova-17-5sm/
28095,"Дитяча заколка Тік-так. 2,5 см","Дитяча заколка для волосся Тік-так. Довжина 2,5см. Ціна за 8 шт. Дуже гарна якість.","Дитяча заколка для волосся Тік-так. Довжина 2,5см. Ціна за 8 шт. Дуже гарна якість. Матеріал: Метал Колір: Матова",3.64,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/kd14/9494/kd85/img_4675_710x533_crop.jpg,https://cdn.gomw.co/d/product/kd14/9494/kd85/img_4675.jpg|https://cdn.gomw.co/d/product/kd37/3721/kd24/img_4676.jpg,https://kristallik.com.ua/product/28095/dityacha-zakolka-tik-tak-2-5-sm/
28098,Резинки для волосся. Об&#039;ємні. 10 см,Шовкова обємна резинка для волосся. Диаметр: 10 см. Ціна за 12шт.,Шовкова обємна резинка для волосся. Диаметр: 10 см. Ціна за 12шт.,17.31,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/1454/2421/94kd/2026_02_12_15_13_img_5190_710x533_crop.JPG,https://cdn.gomw.co/d/product/1454/2421/94kd/2026_02_12_15_13_img_5190.JPG,https://kristallik.com.ua/product/28098/rezinki-dlya-volossya-obiemni-10-sm/
28105,Краби для волосся. Матові 10.5 см,"Великий,пластиковий краб для волосся. Довжина: 10.5 см. Ціна за 12 шт. Дуже гарна якість!","Великий,пластиковий краб для волосся. Довжина: 10.5 см. Ціна за 12 шт. Дуже гарна якість!",22.17,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/sd24/gf37/3714/2026_02_11_10_20_img_5153_710x533_crop.JPG,https://cdn.gomw.co/d/product/sd24/gf37/3714/2026_02_11_10_20_img_5153.JPG|https://cdn.gomw.co/d/product/lklk/14kd/gf21/2026_02_11_10_20_img_5154.JPG,https://kristallik.com.ua/product/28105/krabi-dlya-volossya-matovi-10-5-sm/
28106,"Дитячий набір - намисто, браслет, кільце з бусами",Дитячий набір складається з браслета і намиста з кільцем. Ціна за 4 набори.,Дитячий набір складається з браслета і намиста з кільцем. Ціна за 4 набори.,46.77,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/zquh/lk24/8554/2026_02_11_10_18_img_5152_710x533_crop.JPG,https://cdn.gomw.co/d/product/zquh/lk24/8554/2026_02_11_10_18_img_5152.JPG,https://kristallik.com.ua/product/28106/dityachiy-nabir-namisto-braslet-kil-ce-z-busami/
28107,Брошка колосок,Металева брошка-булавка. Колосок Довжина 6см. Гарна якість! Ціна за 1 шт.,Металева брошка-булавка. Колосок Довжина 6см. Гарна якість! Ціна за 1 шт.,66.25,in stock,Кристалік,,447,Брошка оптом,Каталог > Аксесуари для волосся оптом. > Біжутерія и аксесуари оптом. > Брошка оптом,https://kristallik.com.ua/catalog/447/broshka-optom/,https://cdn.gomw.co/d/product/14ls/14uh/8524/2026_02_11_09_52_img_5127_710x533_crop.JPG,https://cdn.gomw.co/d/product/14ls/14uh/8524/2026_02_11_09_52_img_5127.JPG,https://kristallik.com.ua/product/28107/broshka-kolosok/
28110,Резинки для волосся чорна мохрова. 36шт,Безшовна чорна мохрова резинка для волосся. Діаметр: 2 см. Дуже гарна якість. Ціна за 36 шт.,Безшовна чорна мохрова резинка для волосся. Діаметр: 2 см. Дуже гарна якість. Ціна за 36 шт.,2.80,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/dcaz/9485/94dc/2026_02_11_11_06_img_5155_710x533_crop.JPG,https://cdn.gomw.co/d/product/dcaz/9485/94dc/2026_02_11_11_06_img_5155.JPG|https://cdn.gomw.co/d/product/az94/14ls/sd21/2026_02_11_10_13_img_5151.JPG,https://kristallik.com.ua/product/28110/rezinki-dlya-volossya-chorna-mohrova-36sht/
28111,Резинки для волосся пастель,Безшовна резинка для волосся. Товщина 8мм. Диаметр: 4 см.Цена за 24 шт.,Безшовна резинка для волосся. Товщина 8мм. Диаметр: 4 см.Цена за 24 шт.,2.92,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/gf85/zq24/kddc/2026_02_12_15_11_img_5189_710x533_crop.JPG,https://cdn.gomw.co/d/product/gf85/zq24/kddc/2026_02_12_15_11_img_5189.JPG,https://kristallik.com.ua/product/28111/rezinki-dlya-volossya-pastel-/
28116,"Резинки для волосся. 1,5см","Безшовна резинка для волосся. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 120 шт.","Безшовна резинка для волосся. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 120 шт.",0.52,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/3785/9437/9414/img_5274_710x533_crop.JPG,https://cdn.gomw.co/d/product/3785/9437/9414/img_5274.JPG|https://cdn.gomw.co/d/product/24zq/14sd/54sd/img_5275.JPG|https://cdn.gomw.co/d/product/21lk/sdzq/uh85/img_5276.JPG,https://kristallik.com.ua/product/28116/rezinki-dlya-volossya-1-5sm/
28117,"Резинки для волосся. 1,5см. кольорова","Безшовна резинка для волосся. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 140 шт.","Безшовна резинка для волосся. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 140 шт.",0.48,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/uhsd/gfse/kd37/img_5278_710x533_crop.JPG,https://cdn.gomw.co/d/product/uhsd/gfse/kd37/img_5278.JPG|https://cdn.gomw.co/d/product/kd85/lk21/85az/img_5279.JPG,https://kristallik.com.ua/product/28117/rezinki-dlya-volossya-1-5sm-kol-orova/
28118,"Резинки для волосся. 1,5см. чорна","Безшовна резинка для волосся чорна. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 140 шт.","Безшовна резинка для волосся чорна. Діаметр: 1,5 см. Дуже гарна якість. Ціна за 140 шт.",0.48,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/9424/lssd/ls14/img_5281_710x533_crop.JPG,https://cdn.gomw.co/d/product/9424/lssd/ls14/img_5281.JPG|https://cdn.gomw.co/d/product/azuh/2124/sezq/img_5283.JPG,https://kristallik.com.ua/product/28118/rezinki-dlya-volossya-1-5sm-chorna/
28119,Резинки для волосся оксамитові,Велика-обємна оксамитова резинка для волосся. Діаметр: 14 см. Дуже гарна якість! Ціна за 6 шт.,Велика-обємна оксамитова резинка для волосся. Діаметр: 14 см. Дуже гарна якість! Ціна за 6 шт.,38.96,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/37lk/gf37/5494/img_5284_710x533_crop.JPG,https://cdn.gomw.co/d/product/37lk/gf37/5494/img_5284.JPG|https://cdn.gomw.co/d/product/14az/seuh/dc21/img_5285.JPG,https://kristallik.com.ua/product/28119/rezinki-dlya-volossya-oksamitovi/
28120,Резинки для волосся велюрова,Велика-обємна велюрова резинка для волосся. Діаметр: 9см. Дуже гарна якість! Ціна за 12 шт.,Велика-обємна велюрова резинка для волосся. Діаметр: 9см. Дуже гарна якість! Ціна за 12 шт.,13.52,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/2494/zqdc/dcaz/img_5286_710x533_crop.JPG,https://cdn.gomw.co/d/product/2494/zqdc/dcaz/img_5286.JPG|https://cdn.gomw.co/d/product/1421/gf85/zq54/img_5287.JPG,https://kristallik.com.ua/product/28120/rezinki-dlya-volossya-velyurova/
28121,Резинки для волосся велюрова з камінням,Велика-обємна велюрова резинка для волосся з камінням. Діаметр: 10см. Дуже гарна якість! Ціна за 3 шт.,Велика-обємна велюрова резинка для волосся з камінням. Діаметр: 10см. Дуже гарна якість! Ціна за 3 шт.,41.52,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/54zq/zquh/gfuh/img_5290_710x533_crop.JPG,https://cdn.gomw.co/d/product/54zq/zquh/gfuh/img_5290.JPG|https://cdn.gomw.co/d/product/85kd/se21/ls37/img_5291.JPG,https://kristallik.com.ua/product/28121/rezinki-dlya-volossya-velyurova-z-kaminnyam/
28123,"Резинки для волосся набір. Тонкі 5,5см","Тонка резинка для волосся. Діаметр: 5,5см. Дуже гарна якість! Ціна за 8 шт.","Тонка резинка для волосся. Діаметр: 5,5см. Дуже гарна якість! Ціна за 8 шт.",6.76,in stock,Кристалік,,156,Аксесуари для волосся оптом.,Каталог > Аксесуари для волосся оптом.,https://kristallik.com.ua/catalog/156/aksesuari-dlya-volossya-optom/,https://cdn.gomw.co/d/product/kdkd/dcsd/2121/img_5299_710x533_crop.JPG,https://cdn.gomw.co/d/product/kdkd/dcsd/2121/img_5299.JPG|https://cdn.gomw.co/d/product/kd85/gfuh/sdls/img_5300.JPG,https://kristallik.com.ua/product/28123/rezinki-dlya-volossya-nabir-tonki-5-5sm/
